Year,Category,Film,FilmId,Winner,Nominees,Song
1972,Best Film Editing,Cabaret,tt0068327,TRUE,David Bretherton,
1972,Best Film Editing,Deliverance,tt0068473,,Tom Priestley,
1972,Best Film Editing,The Godfather,tt0068646,,"William Reynolds, Peter Zinner",
1972,Best Film Editing,The Hot Rock,tt0068718,,"Frank P. Keller, Fred W. Berger",
1972,Best Film Editing,The Poseidon Adventure,tt0069113,,Harold F. Kress,
1972,Best Leading Actor,The Godfather,tt0068646,TRUE,Marlon Brando,Don Vito Corleone
1972,Best Leading Actor,Sleuth,tt0069281,,Michael Caine,Milo Tindale
1972,Best Leading Actor,Sleuth,tt0069281,,Laurence Olivier,Andrew Wyke
1972,Best Leading Actor,The Ruling Class,tt0069198,,Peter O'Toole,"Jack, 14th Earl of Gurney"
1972,Best Leading Actor,Sounder,tt0069303,,Paul Winfield,Nathan Lee Morgan
1972,Best Leading Actress,Cabaret,tt0068327,TRUE,Liza Minnelli,Sally Bowles
1972,Best Leading Actress,Lady Sings the Blues,tt0068828,,Diana Ross,Billie Holiday
1972,Best Leading Actress,Travels with My Aunt,tt0069404,,Maggie Smith,Aunt Augusta
1972,Best Leading Actress,Sounder,tt0069303,,Cicely Tyson,Rebecca Morgan
1972,Best Leading Actress,The Emigrants,tt0067919,,Liv Ullmann,Kristina
1972,Best Original Score,Sleuth,tt0069281,,John Addison,
1972,Best Original Score,images,tt0068732,,John Williams,
1972,Best Original Score,Limelight,tt0044837,TRUE,"Charles Chaplin, Raymond Rasch, Larry Russell",
1972,Best Original Score,Napoleon and Samantha,tt0068990,,Buddy Baker,
1972,Best Original Score,The Poseidon Adventure,tt0069113,,John Williams,
1972,Best Original Screenplay,The Candidate,tt0068334,TRUE,Jeremy Larner,
1972,Best Original Screenplay,The Discreet Charm of the Bourgeoisie,tt0068361,,Story and Screenplay by Luis Buñuel; in collaboration with Jean-Claude Carrière,
1972,Best Original Screenplay,Lady Sings the Blues,tt0068828,,"Terence McCloy, Chris Clark, Suzanne de Passe",
1972,Best Original Screenplay,Murmur of the Heart,tt0067778,,Louis Malle,
1972,Best Original Screenplay,Young Winston,tt0069528,,Carl Foreman,
1972,Best Original Song,Ben,tt0068264,,Music by Walter Scharf; Lyrics by Don Black,Ben
1972,Best Original Song,The Little Ark,tt0068864,,Music by Fred Karlin; Lyrics by Marsha Karlin,"Come Follow, Follow Me"
1972,Best Original Song,The Life and Times of Judge Roy Bean,tt0068853,,Music by Maurice Jarre; Lyrics by Marilyn Bergman and Alan Bergman,"Marmalade, Molasses & Honey"
1972,Best Original Song,The Poseidon Adventure,tt0069113,TRUE,Music and Lyrics by Al Kasha and Joel Hirschhorn,The Morning After
1972,Best Original Song,The Stepmother,tt0067793,,Music by Sammy Fain; Lyrics by Paul Francis Webster,Strange Are The Ways Of Love
1972,Best Picture,Cabaret,tt0068327,,"Cy Feuer, Producer",
1972,Best Picture,Deliverance,tt0068473,,"John Boorman, Producer",
1972,Best Picture,The Emigrants,tt0067919,,"Bengt Forslund, Producer",
1972,Best Picture,The Godfather,tt0068646,TRUE,"Albert S. Ruddy, Producer",
1972,Best Picture,Sounder,tt0069303,,"Robert B. Radnitz, Producer",
1972,Best Production Design,Cabaret,tt0068327,TRUE,"Art Direction: Rolf Zehetbauer, Jurgen Kiebach; Set Decoration: Herbert Strabel",
1972,Best Production Design,Lady Sings the Blues,tt0068828,,Art Direction: Carl Anderson; Set Decoration: Reg Allen,
1972,Best Production Design,The Poseidon Adventure,tt0069113,,Art Direction: William Creber; Set Decoration: Raphael Bretton,
1972,Best Production Design,Travels with My Aunt,tt0069404,,"Art Direction: John Box, Gil Parrondo, Robert W. Laing",
1972,Best Production Design,Young Winston,tt0069528,,"Art Direction: Geoffrey Drake, Don Ashton, John Graysmark, William Hutchinson; Set Decoration: Peter James",
1972,Best Short Film,Hundertwasser's Rainy Day,tt0067222,,"Peter Schamoni, Producer",
1972,Best Short Film,K-Z,tt0068790,,"Giorgio Treves, Producer",
1972,Best Short Film,Selling Out,tt0069245,,"Tadeusz Jaworski, Producer",
1972,Best Short Film,This Tiny World,tt0069373,TRUE,"Charles Huguenot van der Linden and Martina Huguenot van der Linden, Producers",
1972,Best Short Film,The Tide of Traffic,tt0069379,,"Humphrey Swingler, Producer",
1972,Best Short Film,A Christmas Carol,tt0068373,TRUE,"Richard Williams, Producer",
1972,Best Short Film,Kama Sutra Rides Again,tt0068793,,"Bob Godfrey, Producer",
1972,Best Short Film,Tup Tup,tt0069422,,"Nedeljko Dragic, Producer",
1972,Best Short Film,Frog Story,tt0068614,,"Ron Satlof and Ray Gideon, Producers",
1972,Best Short Film,Norman Rockwell's World...An American Dream,tt0069020,TRUE,"Richard Barclay, Producer",
1972,Best Short Film,Solo,tt0069296,,"David Adams, Producer",
1972,Best Sound,Butterflies Are Free,tt0068326,,"Arthur Piantadosi, Charles Knight",
1972,Best Sound,Cabaret,tt0068327,TRUE,"Robert Knudson, David Hildyard",
1972,Best Sound,The Candidate,tt0068334,,"Richard Portman, Gene Cantamessa",
1972,Best Sound,The Godfather,tt0068646,,"Bud Grenzbach, Richard Portman, Christopher Newman",
1972,Best Sound,The Poseidon Adventure,tt0069113,,"Theodore Soderberg, Herman Lewis",
1972,Best Supporting Actor,The Heartbreak Kid,tt0068687,,Eddie Albert,Mr. Corcoran
1972,Best Supporting Actor,The Godfather,tt0068646,,James Caan,Sonny Corleone
1972,Best Supporting Actor,The Godfather,tt0068646,,Robert Duvall,Tom Hagen
1972,Best Supporting Actor,Cabaret,tt0068327,TRUE,Joel Grey,The Master of Ceremonies
1972,Best Supporting Actor,The Godfather,tt0068646,,Al Pacino,Michael Corleone
1972,Best Supporting Actress,The Heartbreak Kid,tt0068687,,Jeannie Berlin,Lila
1972,Best Supporting Actress,Butterflies Are Free,tt0068326,TRUE,Eileen Heckart,Mrs. Baker
1972,Best Supporting Actress,Pete 'n' Tillie,tt0069080,,Geraldine Page,Gertrude
1972,Best Supporting Actress,Fat City,tt0068575,,Susan Tyrrell,Oma
1972,Best Supporting Actress,The Poseidon Adventure,tt0069113,,Shelley Winters,Belle Rosen
1973,Best Adapted Screenplay,The Exorcist,tt0070047,TRUE,William Peter Blatty,
1973,Best Adapted Screenplay,The Last Detail,tt0070290,,Robert Towne,
1973,Best Adapted Screenplay,The Paper Chase,tt0070509,,James Bridges,
1973,Best Adapted Screenplay,Paper Moon,tt0070510,,Alvin Sargent,
1973,Best Adapted Screenplay,Serpico,tt0070666,,"Waldo Salt, Norman Wexler",
1973,Best Cinematography,Cries and Whispers,tt0069467,TRUE,Sven Nykvist,
1973,Best Cinematography,The Exorcist,tt0070047,,Owen Roizman,
1973,Best Cinematography,Jonathan Livingston Seagull,tt0070248,,Jack Couffer,
1973,Best Cinematography,The Sting,tt0070735,,Robert Surtees,
1973,Best Cinematography,The Way We Were,tt0070903,,"Harry Stradling, Jr.",
1973,Best Costume Design,Cries and Whispers,tt0069467,,Marik Vos,
1973,Best Costume Design,Ludwig,tt0068883,,Piero Tosi,
1973,Best Costume Design,The Sting,tt0070735,TRUE,Edith Head,
1973,Best Costume Design,Tom Sawyer,tt0070814,,Donfeld,
1973,Best Costume Design,The Way We Were,tt0070903,,"Dorothy Jeakins, Moss Mabry",
1973,Best Director,American Graffiti,tt0069704,,George Lucas,
1973,Best Director,Cries and Whispers,tt0069467,,Ingmar Bergman,
1973,Best Director,The Exorcist,tt0070047,,William Friedkin,
1973,Best Director,Last Tango in Paris,tt0070849,,Bernardo Bertolucci,
1973,Best Director,The Sting,tt0070735,TRUE,George Roy Hill,
1973,Best Film Editing,American Graffiti,tt0069704,,"Verna Fields, Marcia Lucas",
1973,Best Film Editing,The Day of the Jackal,tt0069947,,Ralph Kemplen,
1973,Best Film Editing,The Exorcist,tt0070047,,"Jordan Leondopoulos, Bud Smith, Evan Lottman, Norman Gay",
1973,Best Film Editing,Jonathan Livingston Seagull,tt0070248,,"Frank P. Keller, James Galloway",
1973,Best Film Editing,The Sting,tt0070735,TRUE,William Reynolds,
1973,Best Leading Actor,Last Tango in Paris,tt0070849,,Marlon Brando,Paul
1973,Best Leading Actor,Save the Tiger,tt0070640,TRUE,Jack Lemmon,Harry Stoner
1973,Best Leading Actor,The Last Detail,tt0070290,,Jack Nicholson,Signalman First Class Buddusky
1973,Best Leading Actor,Serpico,tt0070666,,Al Pacino,Frank Serpico
1973,Best Leading Actor,The Sting,tt0070735,,Robert Redford,Johnny Hooker
1973,Best Leading Actress,The Exorcist,tt0070047,,Ellen Burstyn,Chris MacNeil
1973,Best Leading Actress,A Touch of Class,tt0070819,TRUE,Glenda Jackson,Vicki Allessio
1973,Best Leading Actress,Cinderella Liberty,tt0069883,,Marsha Mason,Maggie Paul
1973,Best Leading Actress,The Way We Were,tt0070903,,Barbra Streisand,Katie Morosky
1973,Best Leading Actress,"Summer Wishes, Winter Dreams",tt0070748,,Joanne Woodward,Rita Walden
1973,Best Original Score,Cinderella Liberty,tt0069883,,John Williams,
1973,Best Original Score,The Day of the Dolphin,tt0069946,,Georges Delerue,
1973,Best Original Score,Papillon,tt0070511,,Jerry Goldsmith,
1973,Best Original Score,A Touch of Class,tt0070819,,John Cameron,
1973,Best Original Score,The Way We Were,tt0070903,TRUE,Marvin Hamlisch,
1973,Best Original Screenplay,American Graffiti,tt0069704,,"George Lucas, Gloria Katz, Willard Huyck",
1973,Best Original Screenplay,Cries and Whispers,tt0069467,,Ingmar Bergman,
1973,Best Original Screenplay,Save the Tiger,tt0070640,,Steve Shagan,
1973,Best Original Screenplay,The Sting,tt0070735,TRUE,David S. Ward,
1973,Best Original Screenplay,A Touch of Class,tt0070819,,"Melvin Frank, Jack Rose",
1973,Best Original Song,A Touch of Class,tt0070819,,Music by George Barrie; Lyrics by Sammy Cahn,All That Love Went To Waste
1973,Best Original Song,Live and Let Die,tt0070328,,Music and Lyrics by Paul McCartney and Linda McCartney,Live And Let Die
1973,Best Original Song,Robin Hood,tt0070608,,Music by George Bruns; Lyrics by Floyd Huddleston,Love
1973,Best Original Song,Cinderella Liberty,tt0069883,,Music by John Williams; Lyrics by Paul Williams,Nice To Be Around
1973,Best Original Song,The Way We Were,tt0070903,TRUE,Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,The Way We Were
1973,Best Picture,American Graffiti,tt0069704,,"Francis Ford Coppola, Producer; Gary Kurtz, Co-Producer",
1973,Best Picture,Cries and Whispers,tt0069467,,"Ingmar Bergman, Producer",
1973,Best Picture,The Exorcist,tt0070047,,"William Peter Blatty, Producer",
1973,Best Picture,The Sting,tt0070735,TRUE,"Tony Bill, Michael Phillips and Julia Phillips, Producers",
1973,Best Picture,A Touch of Class,tt0070819,,"Melvin Frank, Producer",
1973,Best Production Design,Brother Sun Sister Moon,tt0069824,,"Art Direction: Lorenzo Mongiardino, Gianni Quaranta; Set Decoration: Carmelo Patrono",
1973,Best Production Design,The Exorcist,tt0070047,,Art Direction: Bill Malley; Set Decoration: Jerry Wunderlich,
1973,Best Production Design,The Sting,tt0070735,TRUE,Art Direction: Henry Bumstead; Set Decoration: James Payne,
1973,Best Production Design,Tom Sawyer,tt0070814,,Art Direction: Philip Jefferies; Set Decoration: Robert de Vestel,
1973,Best Production Design,The Way We Were,tt0070903,,Art Direction: Stephen Grimes; Set Decoration: William Kiernan,
1973,Best Short Film,Background,tt0069757,,"Carmen D'Avino, Producer",
1973,Best Short Film,Children at Work (Paisti Ag Obair),tt0070500,,"Louis Marcus, Producer",
1973,Best Short Film,Christo's Valley Curtain,tt0069877,,"Albert Maysles and David Maysles, Producers",
1973,Best Short Film,Four Stones for Kanemitsu,tt0070069,,"Terry Sanders and June Wayne, Producers",
1973,Best Short Film,Princeton: A Search for Answers,tt0070561,TRUE,"Julian Krainin and DeWitt L. Sage, Jr., Producers",
1973,Best Short Film,Frank Film,tt0070071,TRUE,"Frank Mouris, Producer",
1973,Best Short Film,The Legend of John Henry,tt0070296,,"Nick Bosustow and David Adams, Producers",
1973,Best Short Film,Pulcinella,tt0070574,,"Emanuele Luzzati and Giulio Gianini, Producers",
1973,Best Short Film,The Bolero,tt0069812,TRUE,"Allan Miller and William Fertik, Producers",
1973,Best Short Film,Clockmaker,tt0069891,,"Richard Gayer, Producer",
1973,Best Short Film,Life Times Nine,tt0070317,,"Pen Densham and John Watson, Producers",
1973,Best Sound,The Day of the Dolphin,tt0069946,,"Richard Portman, Lawrence O. Jost",
1973,Best Sound,The Exorcist,tt0070047,TRUE,"Robert Knudson, Chris Newman",
1973,Best Sound,The Paper Chase,tt0070509,,"Donald O. Mitchell, Lawrence O. Jost",
1973,Best Sound,Paper Moon,tt0070510,,"Richard Portman, Les Fresholtz",
1973,Best Sound,The Sting,tt0070735,,"Ronald K. Pierce, Robert Bertrand",
1973,Best Supporting Actor,Bang the Drum Slowly,tt0069765,,Vincent Gardenia,Dutch Schnell
1973,Best Supporting Actor,Save the Tiger,tt0070640,,Jack Gilford,Phil Greene
1973,Best Supporting Actor,The Paper Chase,tt0070509,TRUE,John Houseman,Professor Kingsfield
1973,Best Supporting Actor,The Exorcist,tt0070047,,Jason Miller,Father Damian Karras
1973,Best Supporting Actor,The Last Detail,tt0070290,,Randy Quaid,Meadows
1973,Best Supporting Actress,The Exorcist,tt0070047,,Linda Blair,Regan MacNeil
1973,Best Supporting Actress,American Graffiti,tt0069704,,Candy Clark,Debbie
1973,Best Supporting Actress,Paper Moon,tt0070510,,Madeline Kahn,Trixie Delight
1973,Best Supporting Actress,Paper Moon,tt0070510,TRUE,Tatum O'Neal,Addie Loggins
1973,Best Supporting Actress,"Summer Wishes, Winter Dreams",tt0070748,,Sylvia Sidney,Mrs. Pritchett
1974,Best Adapted Screenplay,The Apprenticeship of Duddy Kravitz,tt0071155,,Screenplay by Mordecai Richler; Adaptation by Lionel Chetwynd,
1974,Best Adapted Screenplay,The Godfather Part II,tt0071562,TRUE,"Francis Ford Coppola, Mario Puzo",
1974,Best Adapted Screenplay,Lenny,tt0071746,,Julian Barry,
1974,Best Adapted Screenplay,Murder on the Orient Express,tt0071877,,Paul Dehn,
1974,Best Adapted Screenplay,Young Frankenstein,tt0072431,,"Gene Wilder, Mel Brooks",
1974,Best Cinematography,Chinatown,tt0071315,,John A. Alonzo,
1974,Best Cinematography,Earthquake,tt0071455,,Philip Lathrop,
1974,Best Cinematography,Lenny,tt0071746,,Bruce Surtees,
1974,Best Cinematography,Murder on the Orient Express,tt0071877,,Geoffrey Unsworth,
1974,Best Cinematography,The Towering Inferno,tt0072308,TRUE,"Fred Koenekamp, Joseph Biroc",
1974,Best Costume Design,Chinatown,tt0071315,,Anthea Sylbert,
1974,Best Costume Design,Daisy Miller,tt0071385,,John Furness,
1974,Best Costume Design,The Godfather Part II,tt0071562,,Theadora Van Runkle,
1974,Best Costume Design,The Great Gatsby,tt0071577,TRUE,Theoni V. Aldredge,
1974,Best Costume Design,Murder on the Orient Express,tt0071877,,Tony Walton,
1974,Best Director,Chinatown,tt0071315,,Roman Polanski,
1974,Best Director,Day for Night,tt0070460,,Francois Truffaut,
1974,Best Director,The Godfather Part II,tt0071562,TRUE,Francis Ford Coppola,
1974,Best Director,Lenny,tt0071746,,Bob Fosse,
1974,Best Director,A Woman under the Influence,tt0072417,,John Cassavetes,
1974,Best Film Editing,Blazing Saddles,tt0071230,,"John C. Howard, Danford Greene",
1974,Best Film Editing,Chinatown,tt0071315,,Sam O'Steen,
1974,Best Film Editing,Earthquake,tt0071455,,Dorothy Spencer,
1974,Best Film Editing,The Longest Yard,tt0071771,,Michael Luciano,
1974,Best Film Editing,The Towering Inferno,tt0072308,TRUE,"Harold F. Kress, Carl Kress",
1974,Best Leading Actor,Harry and Tonto,tt0071598,TRUE,Art Carney,Harry
1974,Best Leading Actor,Murder on the Orient Express,tt0071877,,Albert Finney,Hercule Poirot
1974,Best Leading Actor,Lenny,tt0071746,,Dustin Hoffman,Lenny Bruce
1974,Best Leading Actor,Chinatown,tt0071315,,Jack Nicholson,J. J. Gittes
1974,Best Leading Actor,The Godfather Part II,tt0071562,,Al Pacino,Michael Corleone
1974,Best Leading Actress,Alice Doesn't Live Here Anymore,tt0071115,TRUE,Ellen Burstyn,Alice Hyatt
1974,Best Leading Actress,Claudine,tt0071334,,Diahann Carroll,Claudine
1974,Best Leading Actress,Chinatown,tt0071315,,Faye Dunaway,Evelyn Cross Mulwray
1974,Best Leading Actress,Lenny,tt0071746,,Valerie Perrine,Honey Bruce
1974,Best Leading Actress,A Woman under the Influence,tt0072417,,Gena Rowlands,Mabel Longhetti
1974,Best Original Score,Chinatown,tt0071315,,Jerry Goldsmith,
1974,Best Original Score,The Godfather Part II,tt0071562,TRUE,"Nino Rota, Carmine Coppola",
1974,Best Original Score,Murder on the Orient Express,tt0071877,,Richard Rodney Bennett,
1974,Best Original Score,Shanks,tt0072149,,Alex North,
1974,Best Original Score,The Towering Inferno,tt0072308,,John Williams,
1974,Best Original Screenplay,Alice Doesn't Live Here Anymore,tt0071115,,Robert Getchell,
1974,Best Original Screenplay,Chinatown,tt0071315,TRUE,Robert Towne,
1974,Best Original Screenplay,The Conversation,tt0071360,,Francis Ford Coppola,
1974,Best Original Screenplay,Day for Night,tt0070460,,"Francois Truffaut, Jean-Louis Richard, Suzanne Schiffman",
1974,Best Original Screenplay,Harry and Tonto,tt0071598,,"Paul Mazursky, Josh Greenfeld",
1974,Best Original Song,Benji,tt0071206,,Music by Euel Box; Lyrics by Betty Box,Benji's Theme (I Feel Love)
1974,Best Original Song,Blazing Saddles,tt0071230,,Music by John Morris; Lyrics by Mel Brooks,Blazing Saddles
1974,Best Original Song,The Little Prince,tt0071762,,Music by Frederick Loewe; Lyrics by Alan Jay Lerner,Little Prince
1974,Best Original Song,The Towering Inferno,tt0072308,TRUE,Music and Lyrics by Al Kasha and Joel Hirschhorn,We May Never Love Like This Again
1974,Best Original Song,Gold,tt0071566,,Music by Elmer Bernstein; Lyrics by Don Black,Wherever Love Takes Me
1974,Best Picture,Chinatown,tt0071315,,"Robert Evans, Producer",
1974,Best Picture,The Conversation,tt0071360,,"Francis Ford Coppola, Producer; Fred Roos, Co-Producer",
1974,Best Picture,The Godfather Part II,tt0071562,TRUE,"Francis Ford Coppola, Producer; Gray Frederickson and Fred Roos, Co-Producers",
1974,Best Picture,Lenny,tt0071746,,"Marvin Worth, Producer",
1974,Best Picture,The Towering Inferno,tt0072308,,"Irwin Allen, Producer",
1974,Best Production Design,Chinatown,tt0071315,,"Art Direction: Richard Sylbert, W. Stewart Campbell; Set Decoration: Ruby Levitt",
1974,Best Production Design,Earthquake,tt0071455,,"Art Direction: Alexander Golitzen, E. Preston Ames; Set Decoration: Frank McKelvy",
1974,Best Production Design,The Godfather Part II,tt0071562,TRUE,"Art Direction: Dean Tavoularis, Angelo Graham; Set Decoration: George R. Nelson",
1974,Best Production Design,The Island at the Top of the World,tt0071671,,"Art Direction: Peter Ellenshaw, John B. Mansbridge, Walter Tyler, Al Roelofs; Set Decoration: Hal Gausman",
1974,Best Production Design,The Towering Inferno,tt0072308,,"Art Direction: William Creber, Ward Preston; Set Decoration: Raphael Bretton",
1974,Best Short Film,City Out of Wilderness,tt0071332,,"Francis Thompson, Producer",
1974,Best Short Film,Don't,tt0071430,TRUE,"Robin Lehman, Producer",
1974,Best Short Film,Exploratorium,tt0071480,,"Jon Boorstin, Producer",
1974,Best Short Film,John Muir's High Sierra,tt0071699,,"Dewitt Jones and Lesley Foster, Producers",
1974,Best Short Film,Naked Yoga,tt0071893,,"Ronald S. Kass and Mervyn Lloyd, Producers",
1974,Best Short Film,Closed Mondays,tt0071337,TRUE,"Will Vinton and Bob Gardiner, Producers",
1974,Best Short Film,The Family That Dwelt Apart,tt0071484,,"Yvon Mallette and Robert Verrall, Producers",
1974,Best Short Film,Hunger,tt0071636,,"Peter Foldes and René Jodoin, Producers",
1974,Best Short Film,Voyage to Next,tt0072380,,"Faith Hubley and John Hubley, Producers",
1974,Best Short Film,Winnie the Pooh and Tigger Too,tt0072410,,"Wolfgang Reitherman, Producer",
1974,Best Short Film,Climb,tt0071335,,"Dewitt Jones, Producer",
1974,Best Short Film,The Concert,tt0071355,,"Julian Chagrin and Claude Chagrin, Producers",
1974,Best Short Film,One-Eyed Men Are Kings,tt0071943,TRUE,"Paul Claudon and Edmond Sechan, Producers",
1974,Best Short Film,Planet Ocean,tt0072001,,"George V. Casey, Producer",
1974,Best Short Film,The Violin,tt0072370,,"Andrew Welsh and George Pastic, Producers",
1974,Best Sound,Chinatown,tt0071315,,"Bud Grenzbach, Larry Jost",
1974,Best Sound,The Conversation,tt0071360,,"Walter Murch, Arthur Rochester",
1974,Best Sound,Earthquake,tt0071455,TRUE,"Ronald Pierce, Melvin Metcalfe, Sr.",
1974,Best Sound,The Towering Inferno,tt0072308,,"Theodore Soderberg, Herman Lewis",
1974,Best Sound,Young Frankenstein,tt0072431,,"Richard Portman, Gene Cantamessa",
1974,Best Supporting Actor,The Towering Inferno,tt0072308,,Fred Astaire,Harlee Claiborne
1974,Best Supporting Actor,Thunderbolt and Lightfoot,tt0072288,,Jeff Bridges,Lightfoot
1974,Best Supporting Actor,The Godfather Part II,tt0071562,TRUE,Robert De Niro,Vito Corleone
1974,Best Supporting Actor,The Godfather Part II,tt0071562,,Michael V. Gazzo,Frankie Pentangeli
1974,Best Supporting Actor,The Godfather Part II,tt0071562,,Lee Strasberg,Hyman Roth
1974,Best Supporting Actress,Murder on the Orient Express,tt0071877,TRUE,Ingrid Bergman,Greta Ohlsson
1974,Best Supporting Actress,Day for Night,tt0070460,,Valentina Cortese,Severine
1974,Best Supporting Actress,Blazing Saddles,tt0071230,,Madeline Kahn,Lili Von Shtupp
1974,Best Supporting Actress,Alice Doesn't Live Here Anymore,tt0071115,,Diane Ladd,Flo
1974,Best Supporting Actress,The Godfather Part II,tt0071562,,Talia Shire,Connie Corleone
1975,Best Adapted Screenplay,Barry Lyndon,tt0072684,,Stanley Kubrick,
1975,Best Adapted Screenplay,The Man Who Would Be King,tt0073341,,"John Huston, Gladys Hill",
1975,Best Adapted Screenplay,One Flew over the Cuckoo's Nest,tt0073486,TRUE,"Lawrence Hauben, Bo Goldman",
1975,Best Adapted Screenplay,Scent of a Woman,tt0072037,,"Ruggero Maccari, Dino Risi",
1975,Best Adapted Screenplay,The Sunshine Boys,tt0073766,,Neil Simon,
1975,Best Cinematography,Barry Lyndon,tt0072684,TRUE,John Alcott,
1975,Best Cinematography,The Day of the Locust,tt0072848,,Conrad Hall,
1975,Best Cinematography,Funny Lady,tt0073026,,James Wong Howe,
1975,Best Cinematography,The Hindenburg,tt0073113,,Robert Surtees,
1975,Best Cinematography,One Flew over the Cuckoo's Nest,tt0073486,,"Haskell Wexler, Bill Butler",
1975,Best Costume Design,Barry Lyndon,tt0072684,TRUE,"Ulla-Britt Soderlund, Milena Canonero",
1975,Best Costume Design,The Four Musketeers,tt0073012,,"Yvonne Blake, Ron Talsky",
1975,Best Costume Design,Funny Lady,tt0073026,,"Ray Aghayan, Bob Mackie",
1975,Best Costume Design,The Magic Flute,tt0073822,,"Henny Noremark, Karin Erskine",
1975,Best Costume Design,The Man Who Would Be King,tt0073341,,Edith Head,
1975,Best Director,Amarcord,tt0071129,,Federico Fellini,
1975,Best Director,Barry Lyndon,tt0072684,,Stanley Kubrick,
1975,Best Director,Dog Day Afternoon,tt0072890,,Sidney Lumet,
1975,Best Director,Nashville,tt0073440,,Robert Altman,
1975,Best Director,One Flew over the Cuckoo's Nest,tt0073486,TRUE,Milos Forman,
1975,Best Film Editing,Dog Day Afternoon,tt0072890,,Dede Allen,
1975,Best Film Editing,Jaws,tt0073195,TRUE,Verna Fields,
1975,Best Film Editing,The Man Who Would Be King,tt0073341,,Russell Lloyd,
1975,Best Film Editing,One Flew over the Cuckoo's Nest,tt0073486,,"Richard Chew, Lynzee Klingman, Sheldon Kahn",
1975,Best Film Editing,Three Days of the Condor,tt0073802,,"Fredric Steinkamp, Don Guidice",
1975,Best Leading Actor,The Sunshine Boys,tt0073766,,Walter Matthau,Willy Clark
1975,Best Leading Actor,One Flew over the Cuckoo's Nest,tt0073486,TRUE,Jack Nicholson,Randle Patrick McMurphy
1975,Best Leading Actor,Dog Day Afternoon,tt0072890,,Al Pacino,Sonny
1975,Best Leading Actor,The Man in the Glass Booth,tt0073345,,Maximilian Schell,Arthur Goldman
1975,Best Leading Actor,"Give 'em Hell, Harry!",tt0073053,,James Whitmore,Harry S. Truman
1975,Best Leading Actress,The Story of Adele H.,tt0073114,,Isabelle Adjani,Adele Hugo
1975,Best Leading Actress,Tommy,tt0073812,,Ann-Margret,Nora Walker Hobbs
1975,Best Leading Actress,One Flew over the Cuckoo's Nest,tt0073486,TRUE,Louise Fletcher,Nurse Mildred Ratched
1975,Best Leading Actress,Hedda,tt0073098,,Glenda Jackson,Hedda Gabler
1975,Best Leading Actress,Hester Street,tt0073107,,Carol Kane,Gitl
1975,Best Original Score,"Birds Do It, Bees Do It",tt0072703,,Gerald Fried,
1975,Best Original Score,Bite the Bullet,tt0072705,,Alex North,
1975,Best Original Score,Jaws,tt0073195,TRUE,John Williams,
1975,Best Original Score,One Flew over the Cuckoo's Nest,tt0073486,,Jack Nitzsche,
1975,Best Original Score,The Wind and the Lion,tt0073906,,Jerry Goldsmith,
1975,Best Original Screenplay,Amarcord,tt0071129,,"Federico Fellini, Tonino Guerra",
1975,Best Original Screenplay,And Now My Love,tt0072307,,"Claude Lelouch, Pierre Uytterhoeven",
1975,Best Original Screenplay,Dog Day Afternoon,tt0072890,TRUE,Frank Pierson,
1975,Best Original Screenplay,Lies My Father Told Me,tt0073293,,Ted Allan,
1975,Best Original Screenplay,Shampoo,tt0073692,,"Robert Towne, Warren Beatty",
1975,Best Original Song,Funny Lady,tt0073026,,Music and Lyrics by Fred Ebb and John Kander,How Lucky Can You Get
1975,Best Original Song,Nashville,tt0073440,TRUE,Music and Lyrics by Keith Carradine,I'm Easy
1975,Best Original Song,Whiffs,tt0073891,,Music by George Barrie; Lyrics by Sammy Cahn,Now That We're In Love
1975,Best Original Song,The Other Side of the Mountain,tt0073496,,Music by Charles Fox; Lyrics by Norman Gimbel,Richard's Window
1975,Best Original Song,Mahogany,tt0073335,,Music by Michael Masser; Lyrics by Gerry Goffin,Theme From Mahogany (Do You Know Where You're Going To)
1975,Best Picture,Barry Lyndon,tt0072684,,"Stanley Kubrick, Producer",
1975,Best Picture,Dog Day Afternoon,tt0072890,,"Martin Bregman and Martin Elfand, Producers",
1975,Best Picture,Jaws,tt0073195,,"Richard D. Zanuck and David Brown, Producers",
1975,Best Picture,Nashville,tt0073440,,"Robert Altman, Producer",
1975,Best Picture,One Flew over the Cuckoo's Nest,tt0073486,TRUE,"Saul Zaentz and Michael Douglas, Producers",
1975,Best Production Design,Barry Lyndon,tt0072684,TRUE,"Art Direction: Ken Adam, Roy Walker; Set Decoration: Vernon Dixon",
1975,Best Production Design,The Hindenburg,tt0073113,,Art Direction: Edward Carfagno; Set Decoration: Frank McKelvy,
1975,Best Production Design,The Man Who Would Be King,tt0073341,,"Art Direction: Alexander Trauner, Tony Inglis; Set Decoration: Peter James",
1975,Best Production Design,Shampoo,tt0073692,,"Art Direction: Richard Sylbert, W. Stewart Campbell; Set Decoration: George Gaines",
1975,Best Production Design,The Sunshine Boys,tt0073766,,Art Direction: Albert Brenner; Set Decoration: Marvin March,
1975,Best Short Film,Arthur and Lillie,tt0072659,,"Jon Else, Steven Kovacs and Kristine Samuelson, Producers",
1975,Best Short Film,The End of the Game,tt0072939,TRUE,"Claire Wilbur and Robin Lehman, Producers",
1975,Best Short Film,Millions of Years Ahead of Man,tt0073392,,"Manfred Baier, Producer",
