Year,Category,Film,FilmId,Winner,Nominees,Song
1975,Best Short Film,Probes in Space,tt0073578,,"George V. Casey, Producer",
1975,Best Short Film,Whistling Smith,tt0073893,,"Barrie Howells and Michael Scott, Producers",
1975,Best Short Film,Great,tt0073068,TRUE,"Bob Godfrey, Producer",
1975,Best Short Film,Kick Me,tt0073237,,"Robert Swarthe, Producer",
1975,Best Short Film,Monsieur Pointu,tt0073402,,"René Jodoin, Bernard Longpré and André Leduc, Producers",
1975,Best Short Film,Sisyphus,tt0073715,,"Marcell Jankovics, Producer",
1975,Best Short Film,Angel and Big Joe,tt0072646,TRUE,"Bert Salzman, Producer",
1975,Best Short Film,Conquest of Light,tt0072816,,"Louis Marcus, Producer",
1975,Best Short Film,Dawn Flight,tt0072846,,"Lawrence M. Lansburgh and Brian Lansburgh, Producers",
1975,Best Short Film,A Day in the Life of Bonnie Consolo,tt0072847,,"Barry Spinello, Producer",
1975,Best Short Film,Doubletalk,tt0072900,,"Alan Beattie, Producer",
1975,Best Sound,Bite the Bullet,tt0072705,,"Arthur Piantadosi, Les Fresholtz, Richard Tyler, Al Overton, Jr.",
1975,Best Sound,Funny Lady,tt0073026,,"Richard Portman, Don MacDougall, Curly Thirlwell, Jack Solomon",
1975,Best Sound,The Hindenburg,tt0073113,,"Leonard Peterson, John A. Bolger, Jr., John Mack, Don K. Sharpless",
1975,Best Sound,Jaws,tt0073195,TRUE,"Robert L. Hoyt, Roger Heman, Earl Madery, John Carter",
1975,Best Sound,The Wind and the Lion,tt0073906,,"Harry W. Tetrick, Aaron Rochin, William McCaughey, Roy Charman",
1975,Best Supporting Actor,The Sunshine Boys,tt0073766,TRUE,George Burns,Al Lewis
1975,Best Supporting Actor,One Flew over the Cuckoo's Nest,tt0073486,,Brad Dourif,Billy Bibbit
1975,Best Supporting Actor,The Day of the Locust,tt0072848,,Burgess Meredith,Harry
1975,Best Supporting Actor,Dog Day Afternoon,tt0072890,,Chris Sarandon,Leon
1975,Best Supporting Actor,Shampoo,tt0073692,,Jack Warden,Lester Carr
1975,Best Supporting Actress,Nashville,tt0073440,,Ronee Blakley,Barbara Jean
1975,Best Supporting Actress,Shampoo,tt0073692,TRUE,Lee Grant,Felicia Karpf
1975,Best Supporting Actress,"Farewell, My Lovely",tt0072973,,Sylvia Miles,Mrs. Florian
1975,Best Supporting Actress,Nashville,tt0073440,,Lily Tomlin,Linnea Reese
1975,Best Supporting Actress,Jacqueline Susann's Once Is Not Enough,tt0073190,,Brenda Vaccaro,Linda
1976,Best Adapted Screenplay,All the President's Men,tt0074119,TRUE,William Goldman,
1976,Best Adapted Screenplay,Bound for Glory,tt0074235,,Robert Getchell,
1976,Best Adapted Screenplay,Fellini's Casanova,tt0074291,,"Federico Fellini, Bernardino Zapponi",
1976,Best Adapted Screenplay,The Seven-per-cent Solution,tt0075194,,Nicholas Meyer,
1976,Best Adapted Screenplay,Voyage of the Damned,tt0075406,,"Steve Shagan, David Butler",
1976,Best Cinematography,Bound for Glory,tt0074235,TRUE,Haskell Wexler,
1976,Best Cinematography,King Kong,tt0074751,,Richard H. Kline,
1976,Best Cinematography,Logan's Run,tt0074812,,Ernest Laszlo,
1976,Best Cinematography,Network,tt0074958,,Owen Roizman,
1976,Best Cinematography,A Star Is Born,tt0075265,,Robert Surtees,
1976,Best Costume Design,Bound for Glory,tt0074235,,William Theiss,
1976,Best Costume Design,Fellini's Casanova,tt0074291,TRUE,Danilo Donati,
1976,Best Costume Design,The Incredible Sarah,tt0074678,,Anthony Mendleson,
1976,Best Costume Design,The Passover Plot,tt0075043,,Mary Wills,
1976,Best Costume Design,The Seven-per-cent Solution,tt0075194,,Alan Barrett,
1976,Best Director,All the President's Men,tt0074119,,Alan J. Pakula,
1976,Best Director,Face to Face,tt0074147,,Ingmar Bergman,
1976,Best Director,Network,tt0074958,,Sidney Lumet,
1976,Best Director,Rocky,tt0075148,TRUE,John G. Avildsen,
1976,Best Director,Seven Beauties,tt0075040,,Lina Wertmüller,
1976,Best Film Editing,All the President's Men,tt0074119,,Robert L. Wolfe,
1976,Best Film Editing,Bound for Glory,tt0074235,,"Robert Jones, Pembroke J. Herring",
1976,Best Film Editing,Network,tt0074958,,Alan Heim,
1976,Best Film Editing,Rocky,tt0075148,TRUE,"Richard Halsey, Scott Conrad",
1976,Best Film Editing,Two-Minute Warning,tt0075359,,"Eve Newman, Walter Hannemann",
1976,Best Leading Actor,Taxi Driver,tt0075314,,Robert De Niro,Travis Bickle
1976,Best Leading Actor,Network,tt0074958,TRUE,Peter Finch,Howard Beale
1976,Best Leading Actor,Seven Beauties,tt0075040,,Giancarlo Giannini,Pasqualino Frafuso
1976,Best Leading Actor,Network,tt0074958,,William Holden,Max Schumacher
1976,Best Leading Actor,Rocky,tt0075148,,Sylvester Stallone,Rocky Balboa
1976,Best Leading Actress,"Cousin, Cousine",tt0072826,,Marie-Christine Barrault,Marthe
1976,Best Leading Actress,Network,tt0074958,TRUE,Faye Dunaway,Diana Christensen
1976,Best Leading Actress,Rocky,tt0075148,,Talia Shire,Adrian
1976,Best Leading Actress,Carrie,tt0074285,,Sissy Spacek,Carrie White
1976,Best Leading Actress,Face to Face,tt0074147,,Liv Ullmann,Dr. Jenny Isaksson
1976,Best Original Score,Obsession,tt0074991,,Bernard Herrmann,
1976,Best Original Score,The Omen,tt0075005,TRUE,Jerry Goldsmith,
1976,Best Original Score,The Outlaw Josey Wales,tt0075029,,Jerry Fielding,
1976,Best Original Score,Taxi Driver,tt0075314,,Bernard Herrmann,
1976,Best Original Score,Voyage of the Damned,tt0075406,,Lalo Schifrin,
1976,Best Original Screenplay,"Cousin, Cousine",tt0072826,,Story and Screenplay by Jean-Charles Tacchella; Adaptation by Daniele Thompson,
1976,Best Original Screenplay,The Front,tt0074554,,Walter Bernstein,
1976,Best Original Screenplay,Network,tt0074958,TRUE,Paddy Chayefsky,
1976,Best Original Screenplay,Rocky,tt0075148,,Sylvester Stallone,
1976,Best Original Screenplay,Seven Beauties,tt0075040,,Lina Wertmüller,
1976,Best Original Song,The Omen,tt0075005,,Music and Lyrics by Jerry Goldsmith,Ave Satani
1976,Best Original Song,The Pink Panther Strikes Again,tt0075066,,Music by Henry Mancini; Lyrics by Don Black,Come To Me
1976,Best Original Song,A Star Is Born,tt0075265,TRUE,Music by Barbra Streisand; Lyrics by Paul Williams,Evergreen (Love Theme From A Star Is Born)
1976,Best Original Song,Rocky,tt0075148,,Music by Bill Conti; Lyrics by Carol Connors and Ayn Robbins,Gonna Fly Now
1976,Best Original Song,Half a House,tt0074601,,Music by Sammy Fain; Lyrics by Paul Francis Webster,A World That Never Was
1976,Best Picture,All the President's Men,tt0074119,,"Walter Coblenz, Producer",
1976,Best Picture,Bound for Glory,tt0074235,,"Robert F. Blumofe and Harold Leventhal, Producers",
1976,Best Picture,Network,tt0074958,,"Howard Gottfried, Producer",
1976,Best Picture,Rocky,tt0075148,TRUE,"Irwin Winkler and Robert Chartoff, Producers",
1976,Best Picture,Taxi Driver,tt0075314,,"Michael Phillips and Julia Phillips, Producers",
1976,Best Production Design,All the President's Men,tt0074119,TRUE,Art Direction: George Jenkins; Set Decoration: George Gaines,
1976,Best Production Design,The Incredible Sarah,tt0074678,,"Art Direction: Elliot Scott, Norman Reynolds; Set Decoration: Peter Howitt",
1976,Best Production Design,The Last Tycoon,tt0074777,,"Art Direction: Gene Callahan, Jack Collis; Set Decoration: Jerry Wunderlich",
1976,Best Production Design,Logan's Run,tt0074812,,Art Direction: Dale Hennesy; Set Decoration: Robert de Vestel,
1976,Best Production Design,The Shootist,tt0075213,,Art Direction: Robert F. Boyle; Set Decoration: Arthur Jeph Parker,
1976,Best Short Film,American Shoeshine,tt0074134,,"Sparky Greene, Producer",
1976,Best Short Film,Blackwood,tt0074215,,"Tony Ianzelo and Andy Thomson, Producers",
1976,Best Short Film,The End of the Road,tt0074482,,"John Armstrong, Producer",
1976,Best Short Film,Number Our Days,tt0074987,TRUE,"Lynne Littman, Producer",
1976,Best Short Film,Universe,tt0075373,,"Lester Novros, Producer",
1976,Best Short Film,Dedalo,tt0074386,,"Manfredo Manfredi, Producer",
1976,Best Short Film,Leisure,tt0074787,TRUE,"Suzanne Baker, Producer",
1976,Best Short Film,The Street,tt0075273,,"Caroline Leaf and Guy Glover, Producers",
1976,Best Short Film,In the Region of Ice,tt0074675,TRUE,"Andre Guttfreund and Peter Werner, Producers",
1976,Best Short Film,Kudzu,tt0074765,,"Marjorie Anne Short, Producer",
1976,Best Short Film,The Morning Spider,tt0074919,,"Julian Chagrin and Claude Chagrin, Producers",
1976,Best Short Film,Nightlife,tt0074966,,"Claire Wilbur and Robin Lehman, Producers",
1976,Best Short Film,Number One,tt0074986,,"Dyan Cannon and Vince Cannon, Producers",
1976,Best Sound,All the President's Men,tt0074119,TRUE,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Jim Webb",
1976,Best Sound,King Kong,tt0074751,,"Harry Warren Tetrick, William McCaughey, Aaron Rochin, Jack Solomon",
1976,Best Sound,Rocky,tt0075148,,"Harry Warren Tetrick, William McCaughey, Lyle Burbridge, Bud Alper",
1976,Best Sound,Silver Streak,tt0075223,,"Donald Mitchell, Douglas Williams, Richard Tyler, Hal Etherington",
1976,Best Sound,A Star Is Born,tt0075265,,"Robert Knudson, Dan Wallin, Robert Glass, Tom Overton",
1976,Best Supporting Actor,Network,tt0074958,,Ned Beatty,Arthur Jensen
1976,Best Supporting Actor,Rocky,tt0075148,,Burgess Meredith,Mickey
1976,Best Supporting Actor,Marathon Man,tt0074860,,Laurence Olivier,Szell
1976,Best Supporting Actor,All the President's Men,tt0074119,TRUE,Jason Robards,Ben Bradlee
1976,Best Supporting Actor,Rocky,tt0075148,,Burt Young,Paulie
1976,Best Supporting Actress,All the President's Men,tt0074119,,Jane Alexander,The Bookkeeper
1976,Best Supporting Actress,Taxi Driver,tt0075314,,Jodie Foster,Iris
1976,Best Supporting Actress,Voyage of the Damned,tt0075406,,Lee Grant,Lilian Rosen
1976,Best Supporting Actress,Carrie,tt0074285,,Piper Laurie,Margaret White
1976,Best Supporting Actress,Network,tt0074958,TRUE,Beatrice Straight,Louise Schumacher
1977,Best Adapted Screenplay,Equus,tt0075995,,Peter Shaffer,
1977,Best Adapted Screenplay,I Never Promised You a Rose Garden,tt0076172,,"Gavin Lambert, Lewis John Carlino",
1977,Best Adapted Screenplay,Julia,tt0076245,TRUE,Alvin Sargent,
1977,Best Adapted Screenplay,"Oh, God!",tt0076489,,Larry Gelbart,
1977,Best Adapted Screenplay,That Obscure Object of Desire,tt0075824,,"Luis Buñuel, Jean-Claude Carrière",
1977,Best Cinematography,Close Encounters of the Third Kind,tt0075860,TRUE,Vilmos Zsigmond,
1977,Best Cinematography,Islands in the Stream,tt0076211,,Fred J. Koenekamp,
1977,Best Cinematography,Julia,tt0076245,,Douglas Slocombe,
1977,Best Cinematography,Looking for Mr. Goodbar,tt0076327,,William A. Fraker,
1977,Best Cinematography,The Turning Point,tt0076843,,Robert Surtees,
1977,Best Costume Design,Airport '77,tt0075648,,"Edith Head, Burton Miller",
1977,Best Costume Design,Julia,tt0076245,,Anthea Sylbert,
1977,Best Costume Design,A Little Night Music,tt0076319,,Florence Klotz,
1977,Best Costume Design,The Other Side of Midnight,tt0076507,,Irene Sharaff,
1977,Best Costume Design,Star Wars,tt0076759,TRUE,John Mollo,
1977,Best Director,Annie Hall,tt0075686,TRUE,Woody Allen,
1977,Best Director,Close Encounters of the Third Kind,tt0075860,,Steven Spielberg,
1977,Best Director,Julia,tt0076245,,Fred Zinnemann,
1977,Best Director,Star Wars,tt0076759,,George Lucas,
1977,Best Director,The Turning Point,tt0076843,,Herbert Ross,
1977,Best Film Editing,Close Encounters of the Third Kind,tt0075860,,Michael Kahn,
1977,Best Film Editing,Julia,tt0076245,,Walter Murch,
1977,Best Film Editing,Smokey and the Bandit,tt0076729,,"Walter Hannemann, Angelo Ross",
1977,Best Film Editing,Star Wars,tt0076759,TRUE,"Paul Hirsch, Marcia Lucas, Richard Chew",
1977,Best Film Editing,The Turning Point,tt0076843,,William Reynolds,
1977,Best Leading Actor,Annie Hall,tt0075686,,Woody Allen,Alvy Singer
1977,Best Leading Actor,Equus,tt0075995,,Richard Burton,Dr. Martin Dysart
1977,Best Leading Actor,The Goodbye Girl,tt0076095,TRUE,Richard Dreyfuss,Elliot Garfield
1977,Best Leading Actor,A Special Day,tt0076085,,Marcello Mastroianni,Gabriele
1977,Best Leading Actor,Saturday Night Fever,tt0076666,,John Travolta,Tony Manero
1977,Best Leading Actress,The Turning Point,tt0076843,,Anne Bancroft,Emma Jacklin
1977,Best Leading Actress,Julia,tt0076245,,Jane Fonda,Lillian Hellman
1977,Best Leading Actress,Annie Hall,tt0075686,TRUE,Diane Keaton,Annie Hall
1977,Best Leading Actress,The Turning Point,tt0076843,,Shirley MacLaine,Deedee Rodgers
1977,Best Leading Actress,The Goodbye Girl,tt0076095,,Marsha Mason,Paula McFadden
1977,Best Original Score,Close Encounters of the Third Kind,tt0075860,,John Williams,
1977,Best Original Score,Julia,tt0076245,,Georges Delerue,
1977,Best Original Score,Mohammad - Messenger of God,tt0074896,,Maurice Jarre,
1977,Best Original Score,The Spy Who Loved Me,tt0076752,,Marvin Hamlisch,
1977,Best Original Score,Star Wars,tt0076759,TRUE,John Williams,
1977,Best Original Screenplay,Annie Hall,tt0075686,TRUE,"Woody Allen, Marshall Brickman",
1977,Best Original Screenplay,The Goodbye Girl,tt0076095,,Neil Simon,
1977,Best Original Screenplay,The Late Show,tt0076301,,Robert Benton,
1977,Best Original Screenplay,Star Wars,tt0076759,,George Lucas,
1977,Best Original Screenplay,The Turning Point,tt0076843,,Arthur Laurents,
1977,Best Original Song,Pete's Dragon,tt0076538,,Music and Lyrics by Al Kasha and Joel Hirschhorn,Candle On The Water
1977,Best Original Song,The Spy Who Loved Me,tt0076752,,Music by Marvin Hamlisch; Lyrics by Carole Bayer Sager,Nobody Does It Better
1977,Best Original Song,The Slipper and the Rose--The Story of Cinderella,tt0075232,,Music and Lyrics by Richard M. Sherman and Robert B. Sherman,The Slipper And The Rose Waltz (He Danced With Me/She Danced With Me)
1977,Best Original Song,The Rescuers,tt0076618,,Music by Sammy Fain; Lyrics by Carol Connors and Ayn Robbins,Someone's Waiting For You
1977,Best Original Song,You Light Up My Life,tt0076941,TRUE,Music and Lyrics by Joseph Brooks,You Light Up My Life
1977,Best Picture,Annie Hall,tt0075686,TRUE,"Charles H. Joffe, Producer",
1977,Best Picture,The Goodbye Girl,tt0076095,,"Ray Stark, Producer",
1977,Best Picture,Julia,tt0076245,,"Richard Roth, Producer",
1977,Best Picture,Star Wars,tt0076759,,"Gary Kurtz, Producer",
1977,Best Picture,The Turning Point,tt0076843,,"Herbert Ross and Arthur Laurents, Producers",
1977,Best Production Design,Airport '77,tt0075648,,Art Direction: George C. Webb; Set Decoration: Mickey S. Michaels,
1977,Best Production Design,Close Encounters of the Third Kind,tt0075860,,"Art Direction: Joe Alves, Dan Lomino; Set Decoration: Phil Abramson",
1977,Best Production Design,The Spy Who Loved Me,tt0076752,,"Art Direction: Ken Adam, Peter Lamont; Set Decoration: Hugh Scaife",
1977,Best Production Design,Star Wars,tt0076759,TRUE,"Art Direction: John Barry, Norman Reynolds, Leslie Dilley; Set Decoration: Roger Christian",
1977,Best Production Design,The Turning Point,tt0076843,,Art Direction: Albert Brenner; Set Decoration: Marvin March,
1977,Best Short Film,"Agueda Martinez: Our People, Our Country",tt0075645,,"Moctesuma Esparza, Producer",
1977,Best Short Film,First Edition,tt0076032,,"Helen Whitney and DeWitt L. Sage, Jr., Producers",
1977,Best Short Film,Gravity Is My Enemy,tt0076105,TRUE,"John Joseph and Jan Stussy, Producers",
1977,Best Short Film,"Of Time, Tombs and Treasure",tt0076488,,"James R. Messenger and Paul N. Raimondi, Producers",
1977,Best Short Film,The Shetland Experience,tt0076700,,"Douglas Gordon, Producer",
1977,Best Short Film,The Bead Game,tt0075732,,"Ishu Patel, Producer",
1977,Best Short Film,The Doonesbury Special,tt0075953,,"John Hubley, Faith Hubley and Garry Trudeau, Producers",
1977,Best Short Film,Jimmy the C,tt0076230,,"James Picker, Robert Grossman and Craig Whitaker, Producers",
1977,Best Short Film,The Sand Castle,tt0075847,TRUE,"Co Hoedeman, Producer",
1977,Best Short Film,The Absent-Minded Waiter,tt0075626,,"William E. McEuen, Producer",
1977,Best Short Film,Floating Free,tt0076036,,"Jerry Butts, Producer",
1977,Best Short Film,I'll Find a Way,tt0076173,TRUE,"Beverly Shaffer and Yuki Yoshida, Producers",
1977,Best Short Film,Notes on the Popular Arts,tt0076467,,"Saul Bass, Producer",
1977,Best Short Film,Spaceborne,tt0076742,,"Philip Dauber, Producer",
1977,Best Sound,Close Encounters of the Third Kind,tt0075860,,"Robert Knudson, Robert J. Glass, Don MacDougall, Gene S. Cantamessa",
1977,Best Sound,The Deep,tt0075925,,"Walter Goss, Dick Alexander, Tom Beckert, Robin Gregory",
1977,Best Sound,Sorcerer,tt0076740,,"Robert Knudson, Robert J. Glass, Richard Tyler, Jean-Louis Ducarme",
1977,Best Sound,Star Wars,tt0076759,TRUE,"Don MacDougall, Ray West, Bob Minkler, Derek Ball",
1977,Best Sound,The Turning Point,tt0076843,,"Theodore Soderberg, Paul Wells, Douglas O. Williams, Jerry Jost",
1977,Best Supporting Actor,The Turning Point,tt0076843,,Mikhail Baryshnikov,Yuri Kopeikine
1977,Best Supporting Actor,Equus,tt0075995,,Peter Firth,Alan Strang
1977,Best Supporting Actor,Star Wars,tt0076759,,Alec Guinness,Ben 'Obi-Wan' Kenobi
1977,Best Supporting Actor,Julia,tt0076245,TRUE,Jason Robards,Dashiell Hammett
1977,Best Supporting Actor,Julia,tt0076245,,Maximilian Schell,Johann
1977,Best Supporting Actress,The Turning Point,tt0076843,,Leslie Browne,Emilia Rodgers
1977,Best Supporting Actress,The Goodbye Girl,tt0076095,,Quinn Cummings,Lucy McFadden
1977,Best Supporting Actress,Close Encounters of the Third Kind,tt0075860,,Melinda Dillon,Jillian Guiler
1977,Best Supporting Actress,Julia,tt0076245,TRUE,Vanessa Redgrave,Julia
1977,Best Supporting Actress,Looking for Mr. Goodbar,tt0076327,,Tuesday Weld,Katherine Dunn
1977,Best Visual Effects,Close Encounters of the Third Kind,tt0075860,,"Roy Arbogast, Douglas Trumbull, Matthew Yuricich, Gregory Jein, Richard Yuricich",
1977,Best Visual Effects,Star Wars,tt0076759,TRUE,"John Stears, John Dykstra, Richard Edlund, Grant McCune, Robert Blalack",
1978,Best Adapted Screenplay,Bloodbrothers,tt0078878,,Walter Newman,
1978,Best Adapted Screenplay,California Suite,tt0077289,,Neil Simon,
1978,Best Adapted Screenplay,Heaven Can Wait,tt0077663,,"Elaine May, Warren Beatty",
1978,Best Adapted Screenplay,Midnight Express,tt0077928,TRUE,Oliver Stone,
1978,Best Adapted Screenplay,"Same Time, Next Year",tt0078199,,Bernard Slade,
1978,Best Cinematography,Days of Heaven,tt0077405,TRUE,Nestor Almendros,
